name,address,phone,rating,reviews,category,Medium,City,area,is_near_duplicate,missing_contact,invalid_phone
Moumitas' Zumba and Freestyle Dance Studio,"Vishwajit Layout Vignana Nagar, Bangalore",,4.8,20,Dance & Zumba Studio,JustDial,Bangalore,Vishwajit Layout Vignana Nagar,False,True,False
D'senoras - Zumba & Dance Fitness Studio,"Brindavan Layout Road Horamavu, Bangalore",,4.3,3,Dance & Zumba Studio,JustDial,Bangalore,Brindavan Layout Road Horamavu,False,True,False
Dance &Zumba Studio,"Pragati Puram Habibulla Nagar, Raebareli",,4.8,26,Dance & Zumba Studio,JustDial,Raebareli,Pragati Puram Habibulla Nagar,False,True,False
8e1 Dance Studio,"Bannerghatta Road Arekere Village, Bangalore",,4.9,91,Dance & Zumba Studio,JustDial,Bangalore,Bannerghatta Road Arekere Village,False,True,False
Dance Studio & Zumba Center,"Nagla Masani Pratibha Colony, Aligarh",,4.0,2,Dance & Zumba Studio,JustDial,Aligarh,Nagla Masani Pratibha Colony,False,True,False
Dance To Fit Zumba Studio,"Tatabad 3rd Street Tatabad, Coimbatore",,4.8,44,Dance & Zumba Studio,JustDial,Coimbatore,Tatabad 3rd Street Tatabad,False,True,False
Dance Beat(Dance & Zumba Fitness Studio),"Sector 12 Chopasni Housing Board, Jodhpur",,4.6,6,Dance & Zumba Studio,JustDial,Jodhpur,Sector 12 Chopasni Housing Board,False,True,False
Dance Academy Zumba Studio Vadodara Baroda,"Sun Pharma Road Bhaili, Vadodara",,4.0,2,Dance & Zumba Studio,JustDial,Vadodara,Sun Pharma Road Bhaili,False,True,False
Saraswathi Risen Eternal Zumba Dance Yoga Aerobics Fitness Academy,"Hosur Main Road Electronic City Phase 2, Bangalore",,4.7,41,Dance & Zumba Studio,JustDial,Bangalore,Hosur Main Road Electronic City Phase 2,False,True,False
Machas Zumba & Dance Fitness,"Vmr Complex 4th Floor Kundalahalli, Bangalore",,4.9,520,Dance & Zumba Studio,JustDial,Bangalore,Vmr Complex 4th Floor Kundalahalli,False,True,False
Santhus Zumba Dance And Yoga,"5th Cross C V Raman Nagar, Bangalore",,4.9,127,Dance & Zumba Studio,JustDial,Bangalore,C V Raman Nagar,False,True,False
Alpha Zumba Dance Fitness Centre,"Double Road9th Main Road Ramamurthy Nagar, Bangalore",,4.5,42,Dance & Zumba Studio,JustDial,Bangalore,Double Road9th Main Road Ramamurthy Nagar,False,True,False
ZUMBA & DANCE FITNESS,"Ayyappa Nagar-Krishnarajapura, Bangalore",,5.0,1,Dance & Zumba Studio,JustDial,Bangalore,Ayyappa Nagar-Krishnarajapura,False,True,False
Zumba Fitness And Dance,"Dwaraka Nagar Bengaluru Nms Layout, Bangalore",,4.0,2,Dance & Zumba Studio,JustDial,Bangalore,Dwaraka Nagar Bengaluru Nms Layout,False,True,False
Umesh Studio Dance & Zumba Fitness Classes,"B Wing 3rd Floor Patni Chowk, Washim",,4.7,9,Dance & Zumba Studio,JustDial,Washim,B Wing 3rd Floor Patni Chowk,False,True,False
Aryashiva School Of Dance and Aerobic & Zumba Fitnes Studio,"Gowri Kaluve Chikmagalur Fort, Chikmagalur",09972950368,4.7,20,Dance & Zumba Studio,JustDial,Chikmagalur,Gowri Kaluve Chikmagalur Fort,False,False,False
Funk Fusion Dance and Zumba Fitness Studio,"Gulmohor Road Savedi, Ahmednagar",08460456037,4.2,17,Dance & Zumba Studio,JustDial,Ahmednagar,Gulmohor Road Savedi,False,False,False
Kommotion Studio Of Dance Zumba And Fitness,"Guru Nanak Vihar Race Course, Dehradun",,4.8,161,Dance & Zumba Studio,JustDial,Dehradun,Guru Nanak Vihar Race Course,False,True,False
Rise and Shine Dance Zumba Aerobics Yoga Studio,"Street No 2 Lalammagarden Manikonda, Hyderabad",09054750518,4.8,301,Dance & Zumba Studio,JustDial,Hyderabad,Street No 2 Lalammagarden Manikonda,False,False,False
Groove Galaxy Dance And Zumba Fitness Studio Lucknow,"Wazir Hussain Gokhale Vihar Marg, Lucknow",08123170861,4.9,12,Dance & Zumba Studio,JustDial,Lucknow,Wazir Hussain Gokhale Vihar Marg,False,False,False
The Women S Power Zumba & Dance Studio,"Ramna Kharbi, Nagpur",,4.8,74,Dance & Zumba Studio,JustDial,Nagpur,Ramna Kharbi,False,True,False
Rise and Shine Dance Zumba Aerobics Yoga Studio,"Street No:2 Manikonda, Hyderabad",08197651194,4.8,301,Dance & Zumba Studio,JustDial,Hyderabad,Street No:2 Manikonda,False,False,False
Marvelouz Zumba & Fitness Studio,"Old Alwal-Alwal, Hyderabad",,4.8,90,Dance & Zumba Studio,JustDial,Hyderabad,Old Alwal-Alwal,False,True,False
Kalpataa -power Yoga Zumba and Dance Studio,"Sanatana Eternal 1st Floor Himayat Nagar, Hyderabad",,4.6,250,Dance & Zumba Studio,JustDial,Hyderabad,Sanatana Eternal 1st Floor Himayat Nagar,False,True,False
Zumba Aerobics Fitness & D Creation Dance Studio,"Gurudwara Road Model Town, Panipat",,4.0,3,Dance & Zumba Studio,JustDial,Panipat,Gurudwara Road Model Town,False,True,False
Isha Space For Arts,"Judicial Layout Gkvk, Bangalore",,4.6,31,Dance & Zumba Studio,JustDial,Bangalore,Judicial Layout Gkvk,False,True,False
YADHUVEER DANCE ACADEMY,"Basaveshwara Nagar, Bangalore",,2.5,2,Dance & Zumba Studio,JustDial,Bangalore,Basaveshwara Nagar,False,True,False
Studio Of Passion,"Royal Mart Building 2nd Floor Padmanabhanagar, Bangalore",,4.8,4,Dance & Zumba Studio,JustDial,Bangalore,Royal Mart Building 2nd Floor Padmanabhanagar,False,True,False
Zumba With Royston Whitefield,"Whitefield Whitefield Main Road, Bangalore",,4.0,2,Dance & Zumba Studio,JustDial,Bangalore,Whitefield Whitefield Main Road,False,True,False
Guevaric Dancers,"7th Cross Wilson Garden, Bangalore",,4.8,8,Dance & Zumba Studio,JustDial,Bangalore,Wilson Garden,False,True,False
Zumba Fitness Indiranagar,"100 Feet Road Indiranagar Indiranagar, Bangalore",,3.8,6,Dance & Zumba Studio,JustDial,Bangalore,100 Feet Road Indiranagar Indiranagar,False,True,False
Dancing Butterflies Zumba,"Gandhi Bazaar main road Basavanagudi, Bangalore",,3.0,1,Dance & Zumba Studio,JustDial,Bangalore,Gandhi Bazaar main road Basavanagudi,False,True,False
Dance Planet,"HSR LAYOUT SECTOR 5, Bangalore",,2.5,1,Dance & Zumba Studio,JustDial,Bangalore,HSR LAYOUT SECTOR 5,False,True,False
Kyokushin Karate Mohan Dojo,"15th J Cross Road Bns Layout, Bangalore",,4.8,16,Karate Dojo,JustDial,Bangalore,Road Bns Layout,False,True,False
Shaolin Karate - Okajima Dojo,"Jakkur Plantation, Bangalore",,4.3,3,Karate Dojo,JustDial,Bangalore,Jakkur Plantation,False,True,False
Kyokushin Karate Anil Dojo Academy,"12th Main Road Hebbal, Bangalore",,4.7,10,Karate Dojo,JustDial,Bangalore,Hebbal,False,True,False
Jska Karate Dojo,"Kothnur Village Main Road Jp Nagar, Bangalore",,4.6,19,Karate Dojo,JustDial,Bangalore,Kothnur Village Main Road Jp Nagar,False,True,False
Shorin-Ryu Shobu-Kan Karate Dojo,"Annasandrapalya Extension, Bangalore",,4.7,8,Karate Dojo,JustDial,Bangalore,Annasandrapalya Extension,False,True,False
Arakawa Wadokai Karate Do,"Bg Road Krishna Layout Extension, Bangalore",,3.0,2,Karate Dojo,JustDial,Bangalore,Bg Road Krishna Layout Extension,False,True,False
The Dojo Karate Center,"Nagareshwara Nagenahalli Main Road K Narayanapura, Bangalore",,2.5,2,Karate Dojo,JustDial,Bangalore,Nagareshwara Nagenahalli Main Road K Narayanapura,False,True,False
Karate Dojo,"Rajupeta Colony Ramalayam, Bhadrachalam",,5.0,1,Karate Dojo,JustDial,Bhadrachalam,Rajupeta Colony Ramalayam,False,True,False
Karate Dojo Moga,"Basti Gobindgarh Road Nanak Pura, Moga",,4.6,5,Karate Dojo,JustDial,Moga,Basti Gobindgarh Road Nanak Pura,False,True,False
Karate Dojo Den,"Balaji Mandir Pally Sushmapally, Kharagpur",,4.6,11,Karate Dojo,JustDial,Kharagpur,Balaji Mandir Pally Sushmapally,False,True,False
The Karate Dojo,"Sitamani Sita Manimain Road, Korba",,4.3,3,Karate Dojo,JustDial,Korba,Sitamani Sita Manimain Road,False,True,False
Dojo De Santa Cruz,"Bondir Wado Panaji Santa Cruz, Goa",,5.0,26,Karate Dojo,JustDial,Goa,Bondir Wado Panaji Santa Cruz,False,True,False
Karate Dojo & Dream of Dance,"Bhagwat Nagar Chauraha, Patna",,4.9,1,Karate Dojo,JustDial,Patna,Bhagwat Nagar Chauraha,False,True,False
Karate Dojo & Dream Of Dance Class,"Bhootnath Road Chitragupta Nagar, Patna",,4.9,136,Karate Dojo,JustDial,Patna,Bhootnath Road Chitragupta Nagar,False,True,False
Karate Dojo (Office) Sensei Dinesh Choudhary,"Shop. No- 125 Ganesh Nagar Vistar Jaipur Jhotwara, Jaipur",,4.9,15,Karate Dojo,JustDial,Jaipur,Shop. No- 125 Ganesh Nagar Vistar Jaipur Jhotwara,False,True,False
Karate Dojo,"S Lachit Nagar Main Road, Guwahati",,3.6,7,Karate Dojo,JustDial,Guwahati,S Lachit Nagar Main Road,False,True,False
The Karate Dojo ( Martial-arts Academy),"VLM English School Sunder Nagar, Raipur-Chhattisgarh",,4.6,5,Karate Dojo,JustDial,Raipur-Chhattisgarh,VLM English School Sunder Nagar,False,True,False
karate dojo,"ajmer Nagra, Ajmer",,3.5,2,Karate Dojo,JustDial,Ajmer,ajmer Nagra,False,True,False
Karate Dojo Jaysree Sangha,"Joyshree Sangha Kalitala Kolkata Bansdroni, Kolkata",,5.0,9,Karate Dojo,JustDial,Kolkata,Joyshree Sangha Kalitala Kolkata Bansdroni,False,True,False
Vel Dojo,"Mathikere Market Road Mathikere, Bangalore",,3.9,11,Karate Dojo,JustDial,Bangalore,Mathikere Market Road Mathikere,False,True,False
Karate Class Indian Unique Karate Association (Shotokan Style),"Kereguddadahalli, Bangalore",,5.0,15,Karate Dojo,JustDial,Bangalore,Kereguddadahalli,False,True,False
Seibudo Kai Karate Do Training School,"K. R. Road Jayanagar, Bangalore",,4.7,21,Karate Dojo,JustDial,Bangalore,K. R. Road Jayanagar,False,True,False
Karate Academy,"Kodigehalli Main Road Krishnarajapuram, Bangalore",,5.0,94,Karate Dojo,JustDial,Bangalore,Kodigehalli Main Road Krishnarajapuram,False,True,False
Karate And Martial Arts Classes Nelamangala,"Pes Vidya Kendra Nelamangala Town Nelamangala, Bangalore",,3.0,1,Karate Dojo,JustDial,Bangalore,Pes Vidya Kendra Nelamangala Town Nelamangala,False,True,False
Karate Guru,"1 Street Main Road Ilyas Nagar, Bangalore",,4.8,31,Karate Dojo,JustDial,Bangalore,1 Street Main Road Ilyas Nagar,False,True,False
Karate Association Jka India Karnataka,"Cil Layout, Bangalore",,4.1,10,Karate Dojo,JustDial,Bangalore,Cil Layout,False,True,False
Karate & Fitness Classes,"Virat Nagar-Bommanahalli, Bangalore",,4.7,12,Karate Dojo,JustDial,Bangalore,Virat Nagar-Bommanahalli,False,True,False
Karate Class (Shotokan),"J.p Nagar 6th Jp Nagar, Bangalore",,4.3,26,Karate Dojo,JustDial,Bangalore,J.p Nagar 6th Jp Nagar,False,True,False
Karate Kick,"Heritage Noah's Ark Sarjapura, Bangalore",,5.0,3,Karate Dojo,JustDial,Bangalore,Heritage Noah's Ark Sarjapura,False,True,False
Fitness Race,"Dinnur Main Road Rt Nagar, Bangalore",08105032618,4.5,382,Kickboxing-Studio,JustDial,Bangalore,Dinnur Main Road Rt Nagar,True,False,False
Athletes Revolution Fitness Center,"Oil Mill Road Kammanahalli, Bangalore",08401150426,5.0,211,Kickboxing-Studio,JustDial,Bangalore,Oil Mill Road Kammanahalli,True,False,False
Jaguar Fitness Maruthi Nagar,"Maruthi Nagar Madiwala, Bangalore",08511066401,4.6,367,Kickboxing-Studio,JustDial,Bangalore,Maruthi Nagar Madiwala,True,False,False
Refinas Bangalore,"Richmond Rd Ashoknagar, Bangalore",09845468255,5.0,122,Kickboxing-Studio,JustDial,Bangalore,Richmond Rd Ashoknagar,False,False,False
Furyinc.Co,Bangalore,09980116072,4.4,4,Kickboxing-Studio,JustDial,Bangalore,Bangalore,True,False,False
Rba Of Arts,"Beml Layout Rajarajeshwari Nagar, Bangalore",09980539404,4.5,65,Kickboxing-Studio,JustDial,Bangalore,Beml Layout Rajarajeshwari Nagar,True,False,False
Zest Fitness Studio,"HSR Layout Sector 7, Bangalore",,4.7,2,Kickboxing-Studio,JustDial,Bangalore,HSR Layout Sector 7,False,True,False
Gold's Gym,"Whitefield Main Road Whitefield, Bangalore",,4.1,1,Kickboxing-Studio,JustDial,Bangalore,Whitefield Main Road Whitefield,True,True,False
Befiter Fitness,"11th Main Road Mathikere, Bangalore",,4.8,1,Kickboxing-Studio,JustDial,Bangalore,Mathikere,True,True,False
Fitness Honor,"Arakere, Bangalore",,4.9,1,Kickboxing-Studio,JustDial,Bangalore,Arakere,False,True,False
We Fitness Health And Wellness Centre,"23rd Main Jp Nagar 5th Phase, Bangalore",,4.4,1,Kickboxing-Studio,JustDial,Bangalore,Jp Nagar 5th Phase,True,True,False
Cult Fit,"19th Main Road Hsr Layout Sector 1, Bangalore",,4.5,1,Kickboxing-Studio,JustDial,Bangalore,Hsr Layout Sector 1,False,True,False
Fitness Zone,"Marathahalli Sarjapur Road HSR Layout, Bangalore",,4.8,871,Kickboxing-Studio,JustDial,Bangalore,Marathahalli Sarjapur Road HSR Layout,False,True,False
Goldstar Fitness,"1st Main Road Venkateshwara Layout, Bangalore",,4.8,841,Kickboxing-Studio,JustDial,Bangalore,Venkateshwara Layout,False,True,False
Evolution Fitness,"14th Cross Kumaraswamy Layout 2 Stage, Bangalore",,4.7,815,Kickboxing-Studio,JustDial,Bangalore,Kumaraswamy Layout 2 Stage,False,True,False
Reach Fitness,"Opposite BMTC Bus Stand Chandra Layout, Bangalore",,4.6,832,Kickboxing-Studio,JustDial,Bangalore,Opposite BMTC Bus Stand Chandra Layout,False,True,False
Accolades Batminton and Sports Academy,"8th Mile Peenya Nagasandra, Bangalore",,4.2,892,Kickboxing-Studio,JustDial,Bangalore,8th Mile Peenya Nagasandra,False,True,False
Turbo Fitness Studio,"Btm 6th Stage Hulimavu, Bangalore",,4.6,792,Kickboxing-Studio,JustDial,Bangalore,Btm 6th Stage Hulimavu,False,True,False
Kia-kaha Mma Academy,"1st Cross Road Koramangala, Bangalore",,4.6,775,Kickboxing-Studio,JustDial,Bangalore,Road Koramangala,False,True,False
I Fitness,"K H Road Shanthinagar, Bangalore",,4.3,796,Kickboxing-Studio,JustDial,Bangalore,K H Road Shanthinagar,False,True,False
Beast Fitness Studio,"Rachenahalli Bengaluru Thanisandra, Bangalore",,4.9,678,Kickboxing-Studio,JustDial,Bangalore,Rachenahalli Bengaluru Thanisandra,False,True,False
Den.2.fit,"80 Feet Road Koramangala, Bangalore",,4.8,689,Kickboxing-Studio,JustDial,Bangalore,80 Feet Road Koramangala,False,True,False
The Muscle Factory Unisex Gym,"60feet Road Brookefield, Bangalore",,4.6,717,Kickboxing-Studio,JustDial,Bangalore,Brookefield,False,True,False
Fitness Tycoon,"22nd Cross Hsr Layout Sector 2, Bangalore",,4.5,709,Kickboxing-Studio,JustDial,Bangalore,Hsr Layout Sector 2,False,True,False
Fitrig Gym,"Manipalcounty Road Bommanahalli, Bangalore",,4.6,687,Kickboxing-Studio,JustDial,Bangalore,Manipalcounty Road Bommanahalli,False,True,False
Fitness Edge Sports Club,"Thindlu Main Road Vidyaranyapura, Bangalore",,4.9,643,Kickboxing-Studio,JustDial,Bangalore,Thindlu Main Road Vidyaranyapura,False,True,False
Fitness Honor Devarachikkanahalli,"2nd Cross Road Bannerghatta Road, Bangalore",,4.8,634,Kickboxing-Studio,JustDial,Bangalore,Road Bannerghatta Road,False,True,False
Dumbbells Gym,"Electronic City, Bangalore",,4.6,622,Kickboxing-Studio,JustDial,Bangalore,Electronic City,True,True,False
Shree Tejaswi Fitness Center,"9th Main Rajajinagar 2nd Stage, Bangalore",,4.8,581,Kickboxing-Studio,JustDial,Bangalore,Rajajinagar 2nd Stage,False,True,False
Satva Fitness,"Munnekollal Marathahalli, Bangalore",,3.9,702,Kickboxing-Studio,JustDial,Bangalore,Munnekollal Marathahalli,False,True,False
Ramana Boxing Club,"Outer Ring Road Hrbr Layout, Bangalore",,4.4,620,Kickboxing-Studio,JustDial,Bangalore,Outer Ring Road Hrbr Layout,True,True,False
Indian Fitness Fight Club,"Mg Layout Mullur, Bangalore",,4.9,555,Kickboxing-Studio,JustDial,Bangalore,Mg Layout Mullur,False,True,False
Fitness Edge,"Kodigehalli Police Station Kodigehalli, Bangalore",,4.9,554,Kickboxing-Studio,JustDial,Bangalore,Kodigehalli Police Station Kodigehalli,False,True,False
Absloute Fitness,"16th Main Rajajinagar 3rd Block, Bangalore",,4.9,554,Kickboxing-Studio,JustDial,Bangalore,Rajajinagar,False,True,False
Poundd Fitness,"Old Airport Road Old Airport Road, Bangalore",,4.2,619,Kickboxing-Studio,JustDial,Bangalore,Old Airport Road Old Airport Road,True,True,False
Game On Fitness,"Marathahalli Sarjapur Road Kaikondrahalli, Bangalore",,4.8,535,Kickboxing-Studio,JustDial,Bangalore,Marathahalli Sarjapur Road Kaikondrahalli,False,True,False
T99 Fitness,"HORAMAVU MAIN ROAD Horamavu, Bangalore",,4.5,547,Kickboxing-Studio,JustDial,Bangalore,HORAMAVU MAIN ROAD Horamavu,False,True,False
Bangalore Boxing Club,"Vyalikaval Hbcs Layout Nagawara, Bangalore",,4.6,521,Kickboxing-Studio,JustDial,Bangalore,Vyalikaval Hbcs Layout Nagawara,False,True,False
Gym Fitness Hub,"Hebbagodi, Bangalore",,4.8,493,Kickboxing-Studio,JustDial,Bangalore,Hebbagodi,False,True,False
Crossfit,"Anekal Main Road Tavarekere Road, Bangalore",,4.8,486,Kickboxing-Studio,JustDial,Bangalore,Anekal Main Road Tavarekere Road,False,True,False
Health & Fitness Gym,"19 Khb Colony 5th Block Bengaluru Koramangala, Bangalore",,4.9,476,Kickboxing-Studio,JustDial,Bangalore,19 Khb Colony Bengaluru Koramangala,True,True,False
Fitness First,"100 Feet Inner Ring Road Koramangala, Bangalore",,3.9,584,Kickboxing-Studio,JustDial,Bangalore,100 Feet Inner Ring Road Koramangala,True,True,False
Revive - The Elite Fitness Club,"Seegehalli Road Chaitanya Ananya, Bangalore",,4.9,458,Kickboxing-Studio,JustDial,Bangalore,Seegehalli Road Chaitanya Ananya,False,True,False
Jaguar Fitness Maruthi Nagar,"Maruthi Nagar Madiwala, Bangalore",08511066401,4.6,367,Pilates Studio,JustDial,Bangalore,Maruthi Nagar Madiwala,True,False,False
Reboot Fitness and Dance Studio,"Ombr Layout-Banaswadi, Bangalore",09980229077,4.5,39,Pilates Studio,JustDial,Bangalore,Ombr Layout-Banaswadi,True,False,False
Fitness Empire,"Outer Ring Road Marathahalli, Bangalore",,4.7,1,Pilates Studio,JustDial,Bangalore,Outer Ring Road Marathahalli,True,True,False
Gold's Gym,"Whitefield Main Road Whitefield, Bangalore",,4.1,1,Pilates Studio,JustDial,Bangalore,Whitefield Main Road Whitefield,True,True,False
Therige Bhavana,"Vinayaka Layout Nagarbhavi 2nd Stage, Bangalore",,4.0,1,Pilates Studio,JustDial,Bangalore,Vinayaka Layout Nagarbhavi 2nd Stage,False,True,False
We Fitness Health And Wellness Centre,"23rd Main Jp Nagar 5th Phase, Bangalore",,4.4,1,Pilates Studio,JustDial,Bangalore,Jp Nagar 5th Phase,True,True,False
V K Sports,"Kaggadasapura Main Road Kagadasspura, Bangalore",,3.9,1,Pilates Studio,JustDial,Bangalore,Kaggadasapura Main Road Kagadasspura,False,True,False
Fit City Gym,"8th Cross Road C V Raman Nagar, Bangalore",,5.0,922,Pilates Studio,JustDial,Bangalore,Road C V Raman Nagar,False,True,False
Dynamic Fitness,"Bannerghatta Main Road BTM Layout 2nd Stage, Bangalore",,4.9,782,Pilates Studio,JustDial,Bangalore,Bannerghatta Main Road BTM Layout 2nd Stage,False,True,False
Zela Luxury Health Clubs,"Residency Road Residency Road, Bangalore",,4.0,910,Pilates Studio,JustDial,Bangalore,Residency Road Residency Road,False,True,False
Plej Fitness,"Green Glen Layout Bellandur, Bangalore",,4.0,884,Pilates Studio,JustDial,Bangalore,Green Glen Layout Bellandur,False,True,False
Dumbbells Gym,"Electronic City, Bangalore",,4.6,622,Pilates Studio,JustDial,Bangalore,Electronic City,True,True,False
Xna Fitness,"Yellanahalli, Bangalore",,4.7,608,Pilates Studio,JustDial,Bangalore,Yellanahalli,False,True,False
Poundd Fitness,"Old Airport Road Old Airport Road, Bangalore",,4.2,619,Pilates Studio,JustDial,Bangalore,Old Airport Road Old Airport Road,True,True,False
Muscle Tech,"Guddahalli Thammenahalli Village, Bangalore",,4.8,520,Pilates Studio,JustDial,Bangalore,Guddahalli Thammenahalli Village,False,True,False
Fitness Ace,"Lakshmi Srinivasa Complex Rt Nagar, Bangalore",,4.3,569,Pilates Studio,JustDial,Bangalore,Lakshmi Srinivasa Complex Rt Nagar,False,True,False
Apple Fitness,"5th A Cross Kalyan Nagar, Bangalore",,4.1,583,Pilates Studio,JustDial,Bangalore,Kalyan Nagar,False,True,False
Fitness First (Eva Mall),"Brigade Road Brigade Road, Bangalore",,4.0,594,Pilates Studio,JustDial,Bangalore,Brigade Road Brigade Road,True,True,False
Transformers An Athletic Lab,"16th Main Road BTM Layout 2nd Stage, Bangalore",,4.6,512,Pilates Studio,JustDial,Bangalore,BTM Layout 2nd Stage,False,True,False
Fitness First,"100 Feet Inner Ring Road Koramangala, Bangalore",,3.9,584,Pilates Studio,JustDial,Bangalore,100 Feet Inner Ring Road Koramangala,True,True,False
Addict Fitness,"80 Feet Road Kathriguppe, Bangalore",,4.9,448,Pilates Studio,JustDial,Bangalore,80 Feet Road Kathriguppe,False,True,False
Stayfit Health & Fitness World Pvt Ltd,"30th Cross Jayanagar 4th Block, Bangalore",,4.4,462,Pilates Studio,JustDial,Bangalore,Jayanagar,False,True,False
Rapid Sport Fitness,"Guava Garden KHB Road Koramangala 5th Block, Bangalore",,4.9,387,Pilates Studio,JustDial,Bangalore,Guava Garden KHB Road Koramangala,False,True,False
Talwalkars Gym,"Bellary Road Sadashivanagar, Bangalore",,3.9,478,Pilates Studio,JustDial,Bangalore,Bellary Road Sadashivanagar,False,True,False
Moveza Fitness,"1st Main Road Rajajinagar, Bangalore",,4.5,401,Pilates Studio,JustDial,Bangalore,Rajajinagar,False,True,False
Changeover Fitness Studio,"Govindaraj Nagar-Vijaynagar, Bangalore",,4.4,372,Pilates Studio,JustDial,Bangalore,Govindaraj Nagar-Vijaynagar,False,True,False
Rhythmic Feet Fitness and Dance,"1st Main Koramangala 8th Block, Bangalore",,4.6,354,Pilates Studio,JustDial,Bangalore,Koramangala,False,True,False
Bodhi School Of Yoga,"Hoysala Nagar-Indiranagar, Bangalore",,4.9,322,Pilates Studio,JustDial,Bangalore,Hoysala Nagar-Indiranagar,True,True,False
Siddhi Fitness Studio,"2nd Floor Jp Nagar 7th Phase, Bangalore",,5.0,308,Pilates Studio,JustDial,Bangalore,2nd Floor Jp Nagar 7th Phase,False,True,False
Fit Squad,"Banaswadi Main Road Banaswadi, Bangalore",,4.5,337,Pilates Studio,JustDial,Bangalore,Banaswadi Main Road Banaswadi,False,True,False
Barbellhouse,"3rd Main Road Rajarajeshwari Nagar, Bangalore",,5.0,302,Pilates Studio,JustDial,Bangalore,Rajarajeshwari Nagar,False,True,False
Evolve Fitness Studio,"9th Crs Jayanagar 9th Block, Bangalore",,4.3,348,Pilates Studio,JustDial,Bangalore,9th Crs Jayanagar,False,True,False
Dhrutham Studio Of Dance,"Ramamurthy Nagar, Bangalore",,4.9,300,Pilates Studio,JustDial,Bangalore,Ramamurthy Nagar,False,True,False
Chisel Fitness,"80 Feet Road Vijayanagar, Bangalore",,4.4,316,Pilates Studio,JustDial,Bangalore,80 Feet Road Vijayanagar,False,True,False
Studio Venus,"24th Main Jp Nagar, Bangalore",,4.5,299,Pilates Studio,JustDial,Bangalore,Jp Nagar,False,True,False
S 4 Fitness,"100 Feet Main Road Jayanagar 2nd Block, Bangalore",,4.1,317,Pilates Studio,JustDial,Bangalore,100 Feet Main Road Jayanagar,False,True,False
Mani's Core Fit,"Malleswaram, Bangalore",,4.8,261,Pilates Studio,JustDial,Bangalore,Malleswaram,True,True,False
Feminine Gym,"Kammanahalli, Bangalore",,4.8,259,Pilates Studio,JustDial,Bangalore,Kammanahalli,False,True,False
Maxburn Fitness Studio & Gym,"6th Block Kormangala Koramangala 6th Block, Bangalore",,4.6,249,Pilates Studio,JustDial,Bangalore,Kormangala Koramangala,False,True,False
Vriddhi Fitness And Wellness,"Bannerghatta Main Road Bannerghatta Road, Bangalore",,4.3,254,Pilates Studio,JustDial,Bangalore,Bannerghatta Main Road Bannerghatta Road,False,True,False
GROUP EX FITNESS,"80Feet RT Nagar Main Road Rt Nagar, Bangalore",,4.6,237,Pilates Studio,JustDial,Bangalore,80Feet RT Nagar Main Road Rt Nagar,False,True,False
Step N Move Dance Academy,"Kothanur Post Office Road Kothanur, Bangalore",,4.8,226,Pilates Studio,JustDial,Bangalore,Kothanur Post Office Road Kothanur,False,True,False
Cross Fit,"Jindal, Bangalore",,4.4,223,Pilates Studio,JustDial,Bangalore,Jindal,False,True,False
Shadowz One Dance And Fitness Studio,"Amruthalli Main Road Jakkur Jakkur, Bangalore",,4.7,203,Pilates Studio,JustDial,Bangalore,Amruthalli Main Road Jakkur Jakkur,False,True,False
Fiesta Zumba Fitness Studio,"Devarchikkanahalli Road Chikkanahalli Road, Bangalore",,4.5,203,Pilates Studio,JustDial,Bangalore,Devarchikkanahalli Road Chikkanahalli Road,False,True,False
Tiger Gym,"Anjanapura, Bangalore",,4.9,180,Pilates Studio,JustDial,Bangalore,Anjanapura,False,True,False
Republic Fitness,"Vasanthapura Main Road Vasanthpura, Bangalore",,4.7,169,Pilates Studio,JustDial,Bangalore,Vasanthapura Main Road Vasanthpura,False,True,False
Beyond Fitness,"Ms Ramaiah Road Mathikere, Bangalore",,4.8,154,Pilates Studio,JustDial,Bangalore,Ms Ramaiah Road Mathikere,False,True,False
Adapt Fitness,"Pottery Road Frazer Town, Bangalore",,4.5,163,Pilates Studio,JustDial,Bangalore,Pottery Road Frazer Town,False,True,False
Group Fitness Studio,"Kalyan Nagar, Bangalore",,4.9,148,Pilates Studio,JustDial,Bangalore,Kalyan Nagar,False,True,False
R K Fitness Gym,"3rd Cross Umarbagh Layout, Bangalore",,4.6,156,Pilates Studio,JustDial,Bangalore,Umarbagh Layout,False,True,False
Cult Fit,"Konanakunte Main Road Konanakunte Cross, Bangalore",,3.6,196,Pilates Studio,JustDial,Bangalore,Konanakunte Main Road Konanakunte Cross,False,True,False
Pilates Circle By Cult,"Koramangala, Bangalore",,4.9,141,Pilates Studio,JustDial,Bangalore,Koramangala,False,True,False
My Beat Dance And Fitness Studio,"Manipal County Road Aecs B Block, Bangalore",,4.8,141,Pilates Studio,JustDial,Bangalore,Manipal County Road Aecs B Block,False,True,False
I3 Fitness,"Nagarabhavi Ring Road Nagarbhavi 2nd Stage, Bangalore",,4.3,157,Pilates Studio,JustDial,Bangalore,Nagarabhavi Ring Road Nagarbhavi 2nd Stage,False,True,False
Pilates for Wellbeing,"Kasturba Cross Road Lavelle Road, Bangalore",,4.6,146,Pilates Studio,JustDial,Bangalore,Kasturba Cross Road Lavelle Road,False,True,False
